Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Inverted Signal Field Projector I,31265,31264,This ship modification is designed to increase the effectiveness of fitted remote sensor dampeners at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Inverted Signal Field Projector I,31267,31266,This ship modification is designed to increase the effectiveness of fitted remote sensor dampeners at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Inverted Signal Field Projector II,31269,31268,This ship modification is designed to increase the effectiveness of fitted remote sensor dampeners at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Inverted Signal Field Projector II,31271,31270,This ship modification is designed to increase the effectiveness of fitted remote sensor dampeners at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Inverted Signal Field Projector II,31273,31272,This ship modification is designed to increase the effectiveness of fitted remote sensor dampeners at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Ionic Field Projector I,31275,31274,This ship modification is designed to increase a ship's targeting range at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Ionic Field Projector I,31277,31276,This ship modification is designed to increase a ship's targeting range at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Ionic Field Projector I,31279,31278,This ship modification is designed to increase a ship's targeting range at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Ionic Field Projector II,31281,31280,This ship modification is designed to increase a ship's targeting range at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Ionic Field Projector II,31283,31282,This ship modification is designed to increase a ship's targeting range at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Ionic Field Projector II,31285,31284,This ship modification is designed to increase a ship's targeting range at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Particle Dispersion Augmentor I,31287,31286,This ship modification is designed to increase the strength of a ship's ECM jammers at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Particle Dispersion Augmentor I,31289,31288,This ship modification is designed to increase the strength of a ship's ECM jammers at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Particle Dispersion Augmentor I,31291,31290,This ship modification is designed to increase the strength of a ship's ECM jammers at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Particle Dispersion Augmentor II,31293,31292,This ship modification is designed to increase the strength of a ship's ECM jammers at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Particle Dispersion Augmentor II,31295,31294,This ship modification is designed to increase the strength of a ship's ECM jammers at the expense of shields.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
